State,Date,Total cases
Dadra and Nagar Haveli,498,10665
Mizoram,498,62817
Himachal Pradesh,498,214193
Chhattisgarh,498,1004565
NCT of Delhi,498,1437874
Punjab,498,600745
Andhra Pradesh,498,2018200
Haryana,498,770534
Maharashtra,498,6477987
Arunachal Pradesh,498,53217
Meghalaya,498,76504
Madhya Pradesh,498,792215
Kerala,498,4151455
Jharkhand,498,347933
Kerala,499,4181137
Rajasthan,499,954126
Bihar,499,725745
West Bengal,499,1551364
Nagaland,499,30302
Maharashtra,499,6482117
Andaman and Nicobar,499,7572
Meghalaya,499,76767
Assam,499,591659
Jammu and Kashmir,499,325830
Karnataka,499,2954047
Puducherry,499,124049
Chhattisgarh,499,1004611
Gujarat,499,825476
Madhya Pradesh,499,792237
Telangana,499,659313
Himachal Pradesh,499,214408
Tamil Nadu,499,2621086
Daman and Diu,499,10665
Haryana,499,770543
Chandigarh,499,65119
Odisha,499,1010753
Tripura,499,83284
Manipur,499,115077
Goa,499,174347
Dadra and Nagar Haveli,499,10665
Punjab,499,600780
Jharkhand,499,347942
Arunachal Pradesh,499,53302
Sikkim,499,30163
Mizoram,499,63784
Uttarakhand,499,343084
Uttar Pradesh,499,1709427
NCT of Delhi,499,1437929
Lakshadweep,499,10348
Andhra Pradesh,499,2019702
Jammu and Kashmir,500,325940
Rajasthan,500,954129
Madhya Pradesh,500,792259
Kerala,500,4207838
Meghalaya,500,77021
Daman and Diu,500,10665
Goa,500,174419
Chandigarh,500,65121
Telangana,500,659543
Himachal Pradesh,500,214504
Uttar Pradesh,500,1709445
Assam,500,591980
Uttarakhand,500,343100
Mizoram,500,64228
Haryana,500,770557
Sikkim,500,30242
Arunachal Pradesh,500,53338
Punjab,500,600813
Chhattisgarh,500,1004635
Puducherry,500,124152
Jharkhand,500,347957
NCT of Delhi,500,1437959
Odisha,500,1011558
Dadra and Nagar Haveli,500,10665
Karnataka,500,2955164
Manipur,500,115399
Andhra Pradesh,500,2021325
Maharashtra,500,6486174
Tripura,500,83305
Tamil Nadu,500,2622678
Bihar,500,725753
West Bengal,500,1552071
Lakshadweep,500,10348
Gujarat,500,825490
Andaman and Nicobar,500,7572
Nagaland,500,30356
Tamil Nadu,501,2624234
Telangana,501,659844
Puducherry,501,124184
Nagaland,501,30388
Tripura,501,83360
Uttarakhand,501,343125
Jammu and Kashmir,501,326033
Himachal Pradesh,501,214732
Chhattisgarh,501,1004668
Andaman and Nicobar,501,7572
Assam,501,592616
Punjab,501,600849
Gujarat,501,825509
West Bengal,501,1552576
Haryana,501,770573
Arunachal Pradesh,501,53408
Mizoram,501,65696
Uttar Pradesh,501,1709457
Jharkhand,501,347975
Chandigarh,501,65122
Goa,501,174486
Andhra Pradesh,501,2022064
Manipur,501,115584
Rajasthan,501,954137
Karnataka,501,2956137
Madhya Pradesh,501,792270
Dadra and Nagar Haveli,501,10665
Kerala,501,4227526
Bihar,501,725759
Meghalaya,501,77144
Odisha,501,1012167
Lakshadweep,501,10348
Daman and Diu,501,10665
NCT of Delhi,501,1437991
Sikkim,501,30256
Maharashtra,501,6489800
Jharkhand,502,347989
Dadra and Nagar Haveli,502,10665
Punjab,502,600877
NCT of Delhi,502,1438041
Lakshadweep,502,10348
Odisha,502,1012805
Tripura,502,83414
Chhattisgarh,502,1004724
Puducherry,502,124311
Nagaland,502,30435
West Bengal,502,1553177
Manipur,502,115866
Arunachal Pradesh,502,53474
Jammu and Kashmir,502,326159
Karnataka,502,2956988
Uttarakhand,502,343139
Daman and Diu,502,10665
Kerala,502,4253298
Sikkim,502,30330
Telangana,502,660142
Madhya Pradesh,502,792281
Meghalaya,502,77275
Himachal Pradesh,502,214911
Maharashtra,502,6493698
Uttar Pradesh,502,1709479
Goa,502,174560
Rajasthan,502,954149
Assam,502,593087
Andhra Pradesh,502,2023242
Gujarat,502,825527
Haryana,502,770584
Mizoram,502,66910
Tamil Nadu,502,2625778
Bihar,502,725765
Chandigarh,502,65124
Andaman and Nicobar,502,7573
Sikkim,503,30384
Nagaland,503,30485
Tripura,503,83478
Kerala,503,4283494
Manipur,503,116134
Rajasthan,503,954161
Madhya Pradesh,503,792297
Jharkhand,503,348012
Dadra and Nagar Haveli,503,10669
NCT of Delhi,503,1438082
Goa,503,174646
Andaman and Nicobar,503,7576
Jammu and Kashmir,503,326310
Bihar,503,725784
Telangana,503,660471
Uttarakhand,503,343151
West Bengal,503,1553928
Punjab,503,600914
Uttar Pradesh,503,1709494
Assam,503,593514
Arunachal Pradesh,503,53551
Mizoram,503,67971
Meghalaya,503,77471
Gujarat,503,825544
Chhattisgarh,503,1004772
Karnataka,503,2958090
Maharashtra,503,6497872
Puducherry,503,124436
Andhra Pradesh,503,2024603
Tamil Nadu,503,2627365
Haryana,503,770601
Odisha,503,1013567
Himachal Pradesh,503,215074
Chandigarh,503,65138
Lakshadweep,503,10349
Daman and Diu,503,10669
Puducherry,504,124518
Tamil Nadu,504,2628961
Goa,504,174725
Andhra Pradesh,504,2026042
Kerala,504,4309694
Jammu and Kashmir,504,326480
Jharkhand,504,348039
Madhya Pradesh,504,792306
Punjab,504,600940
Uttar Pradesh,504,1709503
Meghalaya,504,77689
Rajasthan,504,954168
Arunachal Pradesh,504,53604
Maharashtra,504,6497872
Bihar,504,725794
Sikkim,504,30444
Chhattisgarh,504,1004797
Telangana,504,660786
Mizoram,504,69026
Haryana,504,770614
Uttarakhand,504,343167
Himachal Pradesh,504,215235
Chandigarh,504,65142
Daman and Diu,504,10669
NCT of Delhi,504,1438118
Assam,504,593951
West Bengal,504,1554652
Odisha,504,1014338
Karnataka,504,2959164
Dadra and Nagar Haveli,504,10669
Tripura,504,83523
Lakshadweep,504,10350
Andaman and Nicobar,504,7577
Manipur,504,116397
Gujarat,504,825563
Nagaland,504,30510
Assam,505,594347
Manipur,505,116607
Mizoram,505,69751
Jammu and Kashmir,505,326653
Uttarakhand,505,343187
Punjab,505,600970
Gujarat,505,825584
Karnataka,505,2960131
Telangana,505,661006
Lakshadweep,505,10350
Daman and Diu,505,10670
Andaman and Nicobar,505,7579
Tripura,505,83553
Meghalaya,505,77877
Arunachal Pradesh,505,53663
Sikkim,505,30501
Madhya Pradesh,505,792311
Kerala,505,4334704
Andhra Pradesh,505,2027650
Bihar,505,725806
Chandigarh,505,65145
NCT of Delhi,505,1438154
Uttar Pradesh,505,1709512
Odisha,505,1015083
Haryana,505,770626
Goa,505,174770
Nagaland,505,30555
Rajasthan,505,954175
Tamil Nadu,505,2630592
Jharkhand,505,348055
Chhattisgarh,505,1004820
Dadra and Nagar Haveli,505,10670
Puducherry,505,124629
Maharashtra,505,6497872
West Bengal,505,1555405
Himachal Pradesh,505,215437
Maharashtra,506,6497872
Lakshadweep,506,10351
Assam,506,594846
Bihar,506,725820
Chandigarh,506,65149
Haryana,506,770640
Manipur,506,116899
Sikkim,506,30565
Himachal Pradesh,506,215604
Chhattisgarh,506,1004844
Telangana,506,661302
Uttarakhand,506,343211
Mizoram,506,70840
Uttar Pradesh,506,1709526
Nagaland,506,30594
Andaman and Nicobar,506,7580
Tripura,506,83597
Jharkhand,506,348062
Dadra and Nagar Haveli,506,10670
Puducherry,506,124675
Goa,506,174799
Kerala,506,4355191
Karnataka,506,2960932
Jammu and Kashmir,506,326799
Madhya Pradesh,506,792327
Andhra Pradesh,506,2028795
NCT of Delhi,506,1438211
West Bengal,506,1556157
Rajasthan,506,954184
Gujarat,506,825600
Odisha,506,1015713
Tamil Nadu,506,2632231
Daman and Diu,506,10670
Arunachal Pradesh,506,53710
Meghalaya,506,78015
Punjab,506,601009
Nagaland,507,30630
Tamil Nadu,507,2633839
West Bengal,507,1556908
Chandigarh,507,65154
Andaman and Nicobar,507,7582
Goa,507,174837
Lakshadweep,507,10351
Kerala,507,4375431
Daman and Diu,507,10670
Uttarakhand,507,343223
Telangana,507,661551
Andhra Pradesh,507,2029985
Himachal Pradesh,507,215691
Gujarat,507,825617
Meghalaya,507,78133
Bihar,507,725827
Rajasthan,507,954190
Madhya Pradesh,507,792341
Maharashtra,507,6497877
Arunachal Pradesh,507,53732
Tripura,507,83620
Sikkim,507,30624
Dadra and Nagar Haveli,507,10670
Odisha,507,1016362
Chhattisgarh,507,1004864
Karnataka,507,2961735
Manipur,507,117094
Punjab,507,601040
Mizoram,507,71381
Jammu and Kashmir,507,326904
Haryana,507,770645
Assam,507,595105
Jharkhand,507,348073
NCT of Delhi,507,1438233
Uttar Pradesh,507,1709547
Puducherry,507,124775
Tripura,508,83672
Goa,508,174891
Meghalaya,508,78359
Arunachal Pradesh,508,53807
Daman and Diu,508,10670
Odisha,508,1016833
Andhra Pradesh,508,2030849
Rajasthan,508,954198
Andaman and Nicobar,508,7584
Puducherry,508,124836
Chhattisgarh,508,1004902
West Bengal,508,1557414
Haryana,508,770659
Madhya Pradesh,508,792353
Jammu and Kashmir,508,326990
Jharkhand,508,348079
Punjab,508,601072
Kerala,508,4390489
Tamil Nadu,508,2635419
Dadra and Nagar Haveli,508,10670
Chandigarh,508,65160
NCT of Delhi,508,1438250
Karnataka,508,2962408
Telangana,508,661866
Maharashtra,508,6500617
Lakshadweep,508,10353
Uttarakhand,508,343242
Mizoram,508,72883
Manipur,508,117230
Sikkim,508,30650
Nagaland,508,30657
Bihar,508,725833
Uttar Pradesh,508,1709555
Gujarat,508,825629
Assam,508,595669
Himachal Pradesh,508,215893
Goa,509,175000
Dadra and Nagar Haveli,509,10670
Assam,509,596162
Puducherry,509,124939
Jammu and Kashmir,509,327140
Chandigarh,509,65162
Mizoram,509,74068
Manipur,509,117461
Kerala,509,4406365
Punjab,509,601109
Rajasthan,509,954209
Nagaland,509,30694
Karnataka,509,2962967
Uttar Pradesh,509,1709587
West Bengal,509,1558117
Andaman and Nicobar,509,7592
Haryana,509,770676
Telangana,509,662202
Bihar,509,725845
Tripura,509,83715
Arunachal Pradesh,509,53872
Jharkhand,509,348086
Lakshadweep,509,10353
Meghalaya,509,78486
Himachal Pradesh,509,216088
NCT of Delhi,509,1438288
Madhya Pradesh,509,792360
Daman and Diu,509,10670
Uttarakhand,509,343261
Chhattisgarh,509,1004937
Andhra Pradesh,509,2031974
Tamil Nadu,509,2637010
Sikkim,509,30696
Odisha,509,1017261
Gujarat,509,825640
Maharashtra,509,6504147
Andaman and Nicobar,510,7592
Gujarat,510,825655
NCT of Delhi,510,1438345
Tripura,510,83756
West Bengal,510,1558860
Dadra and Nagar Haveli,510,10670
Lakshadweep,510,10353
Manipur,510,117697
Tamil Nadu,510,2638668
Karnataka,510,2964083
Jammu and Kashmir,510,327296
Goa,510,175088
Himachal Pradesh,510,216303
Arunachal Pradesh,510,53943
Jharkhand,510,348096
Meghalaya,510,78729
Haryana,510,770688
Mizoram,510,75470
Telangana,510,662526
Odisha,510,1017718
Uttarakhand,510,343310
Bihar,510,725852
Chhattisgarh,510,1004957
Nagaland,510,30731
Andhra Pradesh,510,2033419
Kerala,510,4424046
Puducherry,510,125063
Assam,510,596606
Daman and Diu,510,10670
Rajasthan,510,954226
Maharashtra,510,6507930
Madhya Pradesh,510,792367
Uttar Pradesh,510,1709605
Punjab,510,601150
Chandigarh,510,65164
Sikkim,510,30738
Telangana,511,662785
Mizoram,511,76591
Uttarakhand,511,343330
Manipur,511,117913
Chandigarh,511,65168
Sikkim,511,30802
Uttar Pradesh,511,1709628
Haryana,511,770697
Goa,511,175183
Jharkhand,511,348102
Tripura,511,83787
Odisha,511,1018298
Maharashtra,511,6511525
Tamil Nadu,511,2640361
Andhra Pradesh,511,2034786
Dadra and Nagar Haveli,511,10670
Kerala,511,4446228
Punjab,511,601180
NCT of Delhi,511,1438373
Rajasthan,511,954230
West Bengal,511,1559567
Arunachal Pradesh,511,53990
Nagaland,511,30763
Bihar,511,725864
Daman and Diu,511,10670
Karnataka,511,2965191
Himachal Pradesh,511,216430
Andaman and Nicobar,511,7595
Jammu and Kashmir,511,327466
Lakshadweep,511,10353
Chhattisgarh,511,1004988
Assam,511,597074
Madhya Pradesh,511,792374
Gujarat,511,825677
Puducherry,511,125170
Meghalaya,511,78958
Andaman and Nicobar,512,7596
Assam,512,597344
Gujarat,512,825702
Daman and Diu,512,10670
Chandigarh,512,65172
Telangana,512,663026
Uttar Pradesh,512,1709643
Maharashtra,512,6515111
Himachal Pradesh,512,216639
Bihar,512,725871
Meghalaya,512,79206
Tamil Nadu,512,2642030
Chhattisgarh,512,1005014
Madhya Pradesh,512,792380
Kerala,512,4469488
Rajasthan,512,954238
Goa,512,175291
West Bengal,512,1560286
Haryana,512,770705
Uttarakhand,512,343355
Nagaland,512,30780
Dadra and Nagar Haveli,512,10670
NCT of Delhi,512,1438428
Tripura,512,83809
Punjab,512,601206
Jammu and Kashmir,512,327621
Manipur,512,118121
Mizoram,512,78067
Arunachal Pradesh,512,54028
Karnataka,512,2966194
Jharkhand,512,348111
Lakshadweep,512,10356
Andhra Pradesh,512,2036179
Sikkim,512,30839
Odisha,512,1018926
Puducherry,512,125256
Uttarakhand,513,343376
Odisha,513,1019621
Chhattisgarh,513,1005042
Uttar Pradesh,513,1709652
NCT of Delhi,513,1438469
Madhya Pradesh,513,792386
Tripura,513,83840
Kerala,513,4488813
Dadra and Nagar Haveli,513,10670
Rajasthan,513,954246
Mizoram,513,79171
Goa,513,175414
Punjab,513,601236
Daman and Diu,513,10670
Meghalaya,513,79325
Puducherry,513,125384
Bihar,513,725881
Himachal Pradesh,513,216813
Andhra Pradesh,513,2037353
Manipur,513,118261
Assam,513,597709
Maharashtra,513,6518502
Arunachal Pradesh,513,54060
Telangana,513,663281
Karnataka,513,2967083
Chandigarh,513,65176
Sikkim,513,30893
Jammu and Kashmir,513,327773
Haryana,513,770711
Nagaland,513,30840
Tamil Nadu,513,2643683
Jharkhand,513,348114
Gujarat,513,825715
Andaman and Nicobar,513,7598
Lakshadweep,513,10356
West Bengal,513,1561014
Punjab,514,601264
Odisha,514,1020244
Chhattisgarh,514,1005056
Jammu and Kashmir,514,327941
Andaman and Nicobar,514,7600
Gujarat,514,825723
Chandigarh,514,65181
Sikkim,514,30955
Manipur,514,118495
Puducherry,514,125463
Goa,514,175498
Lakshadweep,514,10356
Arunachal Pradesh,514,54070
Assam,514,597968
Meghalaya,514,79493
Karnataka,514,2967866
Jharkhand,514,348116
Tamil Nadu,514,2645380
Andhra Pradesh,514,2038690
Uttar Pradesh,514,1709669
Telangana,514,663454
Kerala,514,4508466
Nagaland,514,30864
Himachal Pradesh,514,216906
Rajasthan,514,954254
NCT of Delhi,514,1438497
Uttarakhand,514,343382
Dadra and Nagar Haveli,514,10670
Haryana,514,770733
West Bengal,514,1561649
Mizoram,514,79729
Tripura,514,83854
Madhya Pradesh,514,792394
Daman and Diu,514,10670
Bihar,514,725894
Maharashtra,514,6521915
Chhattisgarh,515,1005094
Assam,515,598423
Haryana,515,770746
Daman and Diu,515,10670
Puducherry,515,125517
Madhya Pradesh,515,792402
Sikkim,515,30971
Mizoram,515,81460
Rajasthan,515,954263
Odisha,515,1020754
Uttarakhand,515,343393
Lakshadweep,515,10359
Himachal Pradesh,515,217140
Kerala,515,4524158
Arunachal Pradesh,515,54126
Maharashtra,515,6524498
Tripura,515,83905
Andaman and Nicobar,515,7600
Telangana,515,663662
NCT of Delhi,515,1438517
West Bengal,515,1562173
Meghalaya,515,79667
Bihar,515,725901
Andhra Pradesh,515,2039529
Jharkhand,515,348125
Tamil Nadu,515,2647041
Dadra and Nagar Haveli,515,10670
Jammu and Kashmir,515,328069
Nagaland,515,30907
Gujarat,515,825737
Karnataka,515,2968543
Manipur,515,118673
Chandigarh,515,65188
Goa,515,175583
Uttar Pradesh,515,1709680
Punjab,515,601323
West Bengal,516,1562710
Tamil Nadu,516,2648688
Chhattisgarh,516,1005120
Bihar,516,725907
Telangana,516,663906
Uttarakhand,516,343405
Maharashtra,516,6527629
Lakshadweep,516,10360
Meghalaya,516,79817
Madhya Pradesh,516,792410
Chandigarh,516,65195
Odisha,516,1021216
Uttar Pradesh,516,1709693
Andaman and Nicobar,516,7607
Dadra and Nagar Haveli,516,10670
Jharkhand,516,348139
Tripura,516,83956
Nagaland,516,30959
NCT of Delhi,516,1438556
Jammu and Kashmir,516,328214
Punjab,516,601359
Andhra Pradesh,516,2040708
Gujarat,516,825751
Karnataka,516,2969361
Manipur,516,118870
Arunachal Pradesh,516,54190
Assam,516,598864
Goa,516,175690
Rajasthan,516,954275
Haryana,516,770754
Kerala,516,4539926
Daman and Diu,516,10670
Mizoram,516,82815
Puducherry,516,125618
Himachal Pradesh,516,217403
Sikkim,516,31014
Tamil Nadu,517,2650370
Uttar Pradesh,517,1709708
West Bengal,517,1563393
Chhattisgarh,517,1005146
Dadra and Nagar Haveli,517,10670
Jharkhand,517,348146
Chandigarh,517,65201
Tripura,517,83981
Assam,517,599271
Arunachal Pradesh,517,54241
NCT of Delhi,517,1438586
Daman and Diu,517,10670
Uttarakhand,517,343428
Punjab,517,601401
Manipur,517,119041
Telangana,517,664164
Mizoram,517,84109
Gujarat,517,825771
Maharashtra,517,6531237
Odisha,517,1021950
Karnataka,517,2970208
Sikkim,517,31074
Jammu and Kashmir,517,328418
Puducherry,517,125735
Haryana,517,770770
Nagaland,517,30990
Rajasthan,517,954282
Kerala,517,4559601
Andhra Pradesh,517,2042073
Andaman and Nicobar,517,7615
Madhya Pradesh,517,792422
Lakshadweep,517,10361
Bihar,517,725918
Goa,517,175792
Himachal Pradesh,517,217615
Meghalaya,517,79983
Odisha,518,1022594
Lakshadweep,518,10361
Madhya Pradesh,518,792435
Tamil Nadu,518,2652115
Jharkhand,518,348162
Uttar Pradesh,518,1709719
Chandigarh,518,65202
Haryana,518,770784
Puducherry,518,125826
Uttarakhand,518,343445
Tripura,518,84014
Himachal Pradesh,518,217776
Jammu and Kashmir,518,328590
Meghalaya,518,80246
Mizoram,518,85366
Kerala,518,4579283
Andhra Pradesh,518,2043244
Rajasthan,518,954285
Gujarat,518,825797
Sikkim,518,31136
Karnataka,518,2971044
Chhattisgarh,518,1005176
Goa,518,175872
Manipur,518,119235
Arunachal Pradesh,518,54285
Assam,518,599642
Daman and Diu,518,10670
Punjab,518,601422
NCT of Delhi,518,1438634
Nagaland,518,31027
Bihar,518,725922
West Bengal,518,1564139
Maharashtra,518,6534557
Andaman and Nicobar,518,7616
Dadra and Nagar Haveli,518,10670
Telangana,518,664411
Sikkim,519,31198
Karnataka,519,2971833
Tamil Nadu,519,2653848
NCT of Delhi,519,1438658
Madhya Pradesh,519,792471
Dadra and Nagar Haveli,519,10670
Goa,519,175956
Lakshadweep,519,10361
Uttar Pradesh,519,1709747
Andhra Pradesh,519,2044490
Gujarat,519,825814
Rajasthan,519,954290
Haryana,519,770796
Puducherry,519,125920
Telangana,519,664650
Mizoram,519,86688
Odisha,519,1023133
Meghalaya,519,80430
West Bengal,519,1564883
Daman and Diu,519,10670
Bihar,519,725932
Punjab,519,601444
Himachal Pradesh,519,218000
Tripura,519,84033
Chhattisgarh,519,1005202
Jammu and Kashmir,519,328738
Arunachal Pradesh,519,54316
Jharkhand,519,348174
Manipur,519,119445
Uttarakhand,519,343459
Kerala,519,4597266
Andaman and Nicobar,519,7617
Nagaland,519,31085
Assam,519,600048
Chandigarh,519,65205
Maharashtra,519,6537843
Rajasthan,520,954297
Telangana,520,664898
Uttarakhand,520,343474
West Bengal,520,1565645
Gujarat,520,825830
Arunachal Pradesh,520,54349
Puducherry,520,126012
Nagaland,520,31119
Bihar,520,725937
Jharkhand,520,348189
Sikkim,520,31226
Daman and Diu,520,10670
Odisha,520,1023735
Andaman and Nicobar,520,7618
Chandigarh,520,65209
Maharashtra,520,6541119
Mizoram,520,88166
Tripura,520,84053
Kerala,520,4613937
Punjab,520,601468
Haryana,520,770805
Dadra and Nagar Haveli,520,10670
Andhra Pradesh,520,2045657
Lakshadweep,520,10361
Meghalaya,520,80638
Goa,520,176021
Tamil Nadu,520,2655572
Jammu and Kashmir,520,328881
NCT of Delhi,520,1438685
Uttar Pradesh,520,1709761
Chhattisgarh,520,1005229
Manipur,520,119674
Himachal Pradesh,520,218202
Madhya Pradesh,520,792487
Karnataka,520,2972620
Assam,520,600423
Haryana,521,770818
Andhra Pradesh,521,2046841
Nagaland,521,31150
Arunachal Pradesh,521,54352
Manipur,521,119884
Puducherry,521,126090
West Bengal,521,1566393
Goa,521,176095
Bihar,521,725944
Andaman and Nicobar,521,7618
Assam,521,600619
Mizoram,521,88693
Kerala,521,4629888
Rajasthan,521,954303
Karnataka,521,2973395
Uttar Pradesh,521,1709772
Dadra and Nagar Haveli,521,10670
Tripura,521,84066
Lakshadweep,521,10361
NCT of Delhi,521,1438714
Chhattisgarh,521,1005242
Madhya Pradesh,521,792496
Meghalaya,521,80789
Telangana,521,665068
Punjab,521,601500
Tamil Nadu,521,2657266
Himachal Pradesh,521,218314
Jammu and Kashmir,521,329008
Gujarat,521,825851
Maharashtra,521,6544325
Jharkhand,521,348194
Chandigarh,521,65210
Daman and Diu,521,10670
Sikkim,521,31266
Uttarakhand,521,343490
Odisha,521,1024320
Uttar Pradesh,522,1709778
Puducherry,522,126127
Andhra Pradesh,522,2047459
Chandigarh,522,65217
Meghalaya,522,80897
Jharkhand,522,348198
Arunachal Pradesh,522,54395
Haryana,522,770825
Andaman and Nicobar,522,7619
Uttarakhand,522,343504
Punjab,522,601538
Chhattisgarh,522,1005269
Assam,522,601031
Tripura,522,84085
Manipur,522,120000
Dadra and Nagar Haveli,522,10670
Tamil Nadu,522,2658923
Gujarat,522,825872
Daman and Diu,522,10670
Kerala,522,4641587
Jammu and Kashmir,522,329125
Odisha,522,1024764
Karnataka,522,2973899
Mizoram,522,90539
Bihar,522,725947
West Bengal,522,1566865
Nagaland,522,31167
Lakshadweep,522,10361
Sikkim,522,31291
Himachal Pradesh,522,218523
NCT of Delhi,522,1438746
Telangana,522,665284
Rajasthan,522,954316
Madhya Pradesh,522,792504
Goa,522,176145
Maharashtra,522,6544325
Puducherry,523,126215
Goa,523,176235
Manipur,523,120216
Assam,523,601421
West Bengal,523,1567573
Punjab,523,601578
Dadra and Nagar Haveli,523,10670
Jammu and Kashmir,523,329220
Tripura,523,84105
Uttar Pradesh,523,1709794
Lakshadweep,523,10361
NCT of Delhi,523,1438780
Jharkhand,523,348209
Gujarat,523,825896
Karnataka,523,2974528
Andhra Pradesh,523,2048230
Telangana,523,665504
Daman and Diu,523,10670
Maharashtra,523,6544606
Meghalaya,523,80992
Tamil Nadu,523,2660553
Uttarakhand,523,343519
Chhattisgarh,523,1005295
Bihar,523,725948
Odisha,523,1025309
Chandigarh,523,65219
Andaman and Nicobar,523,7620
Haryana,523,770847
Madhya Pradesh,523,792511
Mizoram,523,91919
Sikkim,523,31355
Nagaland,523,31195
Arunachal Pradesh,523,54444
Kerala,523,4652783
Himachal Pradesh,523,218693
Rajasthan,523,954320
Mizoram,524,93660
Tamil Nadu,524,2662177
Meghalaya,524,81161
Punjab,524,601600
